Article_ID,News_source,Date_published,Country,Cities_mentioned
1055,el pais,08/06/2009,ES,"['Leioa', 'Basauri', 'Eibar', 'Getxo']"
1056,el pais,31/03/2013,ES,[]
1057,el pais,29/10/2019,ES,"['Madrid', 'Barcelona']"
1058,el mundo,27/04/2024,ES,"['Hollywood', 'Paris', 'Brussels', 'Ploemeur']"
1059,el pais,07/05/2023,ES,[]
1060,el pais,23/03/2013,ES,['Barcelona']
1061,el mundo,19/05/2021,ES,"['New Delhi', 'Mumbai']"
1062,el mundo,06/11/2011,ES,"['Lausanne', 'Aranjuez']"
1063,el pais,24/05/2017,ES,"['Madrid', 'Barcelona']"
1064,el pais,07/07/2020,ES,['Barcelona']
1065,el mundo,24/09/2020,ES,['Alcobendas']
1066,el mundo,22/02/2017,ES,['Madrid']
1067,el mundo,22/05/2009,ES,"['Córdoba', 'Madrid', 'Casablanca', 'Valladolid']"
1068,el mundo,11/03/2024,ES,['Segovia']
1069,el pais,02/11/2020,ES,"['Bordeaux', 'Paris', 'Brest']"
1070,el mundo,10/05/2011,ES,"['Madrid', 'San Francisco']"
1071,el mundo,13/08/2022,ES,"['New York', 'Pittsburgh']"
1072,el mundo,08/09/2023,ES,"['Mecca', 'Riyadh']"
1073,el pais,01/09/2009,ES,"['Madrid', 'Berlin', 'Barcelona', 'London']"
1074,el pais,30/01/2009,ES,"['Venice', 'Barcelona']"
1075,el pais,23/05/2024,ES,['Albacete']
1076,el pais,01/07/2019,ES,"['Barcelona', 'Granada', 'Pamplona', 'Madrid', 'Murcia']"
1077,el pais,27/09/2008,ES,"['Salzburg', 'Livorno', 'Stuttgart', 'Cecina', 'Lisbon']"
1078,el mundo,08/06/2020,ES,"['Madrid', 'Barcelona']"
1079,el pais,10/08/2021,ES,['Barcelona']
1080,el pais,03/11/2020,ES,"['Córdoba', 'Madrid', 'Tarragona', 'Lleida', 'Bilbao']"
1081,el pais,21/01/2023,ES,"['Benidorm', 'Tarragona']"
1082,el mundo,02/06/2019,ES,"['Kathmandu', 'Madrid', 'Berlin', 'Barcelona']"
1083,el mundo,15/12/2022,ES,[]
1084,el pais,14/05/2014,ES,[]
1085,el pais,18/09/2015,ES,"['Madrid', 'Prado']"
1086,el pais,07/08/2019,ES,"['Villaverde', 'Madrid']"
1087,el pais,24/09/2023,ES,['Elche']
1088,el pais,07/10/2008,ES,"['Madrid', 'Jaén']"
1089,el mundo,12/11/2004,ES,[]
1090,el pais,21/05/2022,ES,[]
1091,el pais,23/09/2011,ES,"['Fuenlabrada', 'Móstoles', 'Madrid', 'Villaverde', 'Leganés']"
1092,el mundo,12/04/2011,ES,['Madrid']
1093,el pais,27/08/2016,ES,['Madrid']
1094,el pais,25/02/2023,ES,[]
1095,el mundo,03/04/2024,ES,"['Madrid', 'Barcelona']"
1096,el pais,14/05/2021,ES,"['Paris', 'Madrid']"
1097,el mundo,16/06/2021,ES,"['Madrid', 'Barcelona', 'Bilbao']"
1098,el mundo,05/10/2023,ES,['Madrid']
1099,el mundo,21/12/2020,ES,"['Lima', 'Mexico City', 'Manizales', 'Cali', 'Medellín']"
1100,el pais,22/08/2022,ES,['Brussels']
1101,el mundo,23/10/2019,ES,"['Barcelona', 'La Rioja']"
1102,el mundo,31/05/2024,ES,"['Kinshasa', 'Las Vegas']"
1103,el pais,18/09/2007,ES,['Barcelona']
1104,el pais,24/02/2008,ES,"['Madrid', 'Holland']"
1105,el pais,05/08/2009,ES,[]
1106,el mundo,28/07/2019,ES,['Seattle']
1107,el pais,03/01/2012,ES,['Barcelona']
1108,el pais,17/10/2011,ES,[]
1109,el pais,08/05/2013,ES,"['Paris', 'Madrid', 'Segovia']"
1110,el pais,29/10/2010,ES,"['Madrid', 'Barcelona']"
1111,el mundo,18/05/2011,ES,['San Miguel']
1112,el pais,31/01/2011,ES,"['Paris', 'Amsterdam']"
1113,el pais,14/11/2006,ES,['Barcelona']
1114,el pais,29/10/2010,ES,"['Palermo', 'Madrid']"
1115,el mundo,10/09/2011,ES,['Madrid']
1116,el mundo,10/05/2021,ES,"['Madrid', 'Barcelona', 'Bilbao', 'Valladolid']"
1117,el pais,04/11/2017,ES,"['Granada', 'Milton']"
1118,el pais,29/08/2009,ES,"['Rotterdam', 'Holland']"
1119,el pais,07/01/2021,ES,"['Madrid', 'Paris', 'New York']"
1120,el mundo,21/03/2023,ES,['Madrid']
1121,el pais,20/04/2009,ES,"['Bilbao', 'Pasaia']"
1122,el pais,28/02/2021,ES,[]
1123,el pais,07/09/2009,ES,[]
1124,el pais,05/04/2012,ES,"['Madrid', 'Pozuelo de Alarcón']"
1125,el mundo,17/06/2023,ES,"['Aranjuez', 'Madrid', 'San Lorenzo']"
1126,el pais,31/03/2024,ES,"['Madrid', 'Lucas']"
1127,el mundo,19/03/2024,ES,"['Puente de Vallecas', 'Trieste', 'San Antonio', 'Aranjuez', 'Madrid']"
1128,el pais,05/10/2021,ES,[]
1129,el pais,20/03/2014,ES,[]
1130,el mundo,03/02/2024,ES,"['Paris', 'Madrid']"
1131,el pais,04/06/2020,ES,"['Washington', 'Minneapolis', 'Delaware']"
1132,el pais,05/07/2018,ES,['Barcelona']
1133,el mundo,17/12/2007,ES,"['Madrid', 'Arganzuela']"
1134,el mundo,24/12/2022,ES,"['Orlando', 'Madrid']"
1135,el pais,21/03/2017,ES,['Barcelona']
1136,el pais,15/06/2024,ES,[]
1137,el pais,01/09/2009,ES,"['Cadiz', 'Candelaria']"
1138,el pais,23/08/2023,ES,['Guatemala City']
1139,el mundo,05/07/2015,ES,"['Astana', 'Paris', 'Utrecht']"
1140,el mundo,25/02/2018,ES,['Madrid']
1141,el pais,05/07/2018,ES,['Barcelona']
1142,el mundo,29/04/2022,ES,"['Rome', 'London']"
1143,el pais,24/11/2022,ES,"['Madrid', 'Barcelona']"
1144,el mundo,16/12/2008,ES,"['Zaragoza', 'Campana']"
1145,el mundo,26/12/2014,ES,['Las Vegas']
1146,el pais,08/04/2011,ES,[]
1147,el mundo,20/10/2012,ES,[]
1148,el pais,13/05/2020,ES,['Tarragona']
1149,el mundo,30/06/2022,ES,[]
1150,el pais,26/03/2010,ES,[]
1151,el pais,26/03/2021,ES,['Madrid']
1152,el pais,08/03/2024,ES,['Barcelona']
1153,el mundo,16/01/2020,ES,[]
1154,el pais,07/05/2023,ES,"['Madrid', 'Barcelona', 'Bilbao']"
1155,el pais,21/06/2021,ES,"['Madrid', 'Barcelona', 'Holland']"
1156,el pais,17/09/2023,ES,"['Benghazi', 'London']"
1157,el mundo,16/01/2019,ES,"['Madrid', 'Barcelona', 'Zaragoza']"
1158,el pais,20/01/2008,ES,"['Madrid', 'San Francisco']"
1159,el mundo,23/09/2008,ES,['Valladolid']
1160,el pais,09/05/2017,ES,"['Oliva', 'Valladolid']"
1161,el mundo,23/11/2014,ES,['Madrid']
1162,el pais,08/02/2021,ES,"['Girona', 'Barcelona']"
1163,el pais,18/02/2008,ES,"['Madrid', 'Barcelona']"
1164,el pais,29/06/2020,ES,"['Vancouver', 'Paris', 'Seattle']"
1165,el pais,22/11/2019,ES,"['New York', 'Barcelona']"
1166,el pais,30/04/2022,ES,[]
1167,el pais,26/12/2018,ES,['Madrid']
1168,el mundo,12/02/2009,ES,[]
1169,el pais,28/11/2019,ES,['Madrid']
1170,el pais,17/09/2004,ES,[]
1171,el mundo,23/06/2023,ES,"['Dresden', 'London']"
1172,el mundo,24/02/2023,ES,"['Damascus', 'Mecca', 'Paris', 'Riyadh']"
1173,el pais,11/07/2020,ES,['Castillejos']
1174,el mundo,18/07/2020,ES,[]
1175,el mundo,06/05/2024,ES,"['Alcobendas', 'Madrid']"
1176,el pais,10/07/2006,ES,[]
1177,el pais,19/02/2008,ES,[]
1178,el mundo,10/03/2023,ES,"['Brussels', 'Washington', 'Holland', 'Moscow', 'Berlin']"
1179,el pais,07/10/2007,ES,['Barcelona']
1180,el pais,24/10/2018,ES,[]
1181,el pais,29/08/2005,ES,"['Miami', 'Florida', 'New Orleans']"
1182,el pais,09/11/2019,ES,['Barcelona']
1183,el pais,07/09/2009,ES,"['Madrid', 'Bilbao']"
1184,el mundo,30/08/2023,ES,['Madrid']
1185,el mundo,20/10/2011,ES,['Segovia']
1186,el pais,13/06/2011,ES,"['Villaverde', 'Madrid']"
1187,el mundo,30/05/2018,ES,"['San Diego', 'Pamplona']"
1188,el pais,09/08/2018,ES,[]
1189,el pais,10/05/2024,ES,['Porto Alegre']
1190,el mundo,21/12/2021,ES,['Madrid']
1191,el pais,16/12/2010,ES,['Alicante']
1192,el mundo,31/08/2008,ES,"['Granada', 'Astana', 'Madrid']"
1193,el pais,05/04/2012,ES,"['Madrid', 'Pozuelo de Alarcón']"
1194,el pais,30/05/2023,ES,"['Córdoba', 'Jaén']"
1195,el pais,12/06/2005,ES,['Madrid']
1196,el mundo,19/10/2013,ES,"['Madrid', 'San Francisco', 'Toledo', 'Prado']"
1197,el pais,08/05/2023,ES,"['Agadir', 'Larache']"
1198,el pais,31/03/2016,ES,['Madrid']
1199,el mundo,05/12/2022,ES,"['Madrid', 'Medellín']"
1200,el mundo,14/07/2021,ES,['Madrid']
1201,el pais,01/05/2021,ES,[]
1202,el pais,02/10/2010,ES,"['Madrid', 'Geelong']"
1203,el pais,27/09/2005,ES,[]
1204,el pais,13/01/2015,ES,['Barcelona']
1205,el pais,02/03/2022,ES,[]
1206,el pais,11/07/2019,ES,[]
1207,el mundo,20/04/2023,ES,"['La Paz', 'Madrid', 'San Cristóbal', 'La Castellana']"
1208,el pais,31/03/2013,ES,[]
1209,el mundo,08/02/2024,ES,['Beijing']
1210,el pais,03/01/2009,ES,[]
1211,el pais,04/07/2023,ES,"['Madrid', 'Valladolid']"
1212,el pais,04/08/2023,ES,"['Pontevedra', 'Barcelona', 'Madrid', 'Mataró', 'Lleida', 'Badajoz']"
1213,el mundo,29/05/2020,ES,[]
1214,el pais,21/06/2021,ES,"['Madrid', 'Barcelona', 'Holland']"
1215,el pais,10/04/2016,ES,[]
1216,el pais,24/05/2021,ES,"['Venice', 'Berlin', 'Gorizia', 'Verona']"
1217,el mundo,01/08/2019,ES,"['Madrid', 'Navalcarnero']"
1218,el mundo,21/09/2022,ES,[]
1219,el pais,09/11/2022,ES,[]
1220,el mundo,26/10/2008,ES,[]
1221,el pais,17/04/2022,ES,['Sueca']
1222,el mundo,28/05/2022,ES,['Madrid']
1223,el pais,20/10/2006,ES,['Madrid']
1224,el mundo,09/05/2019,ES,['Rome']
1225,el mundo,17/03/2021,ES,[]
1226,el pais,04/12/2020,ES,"['Benidorm', 'Elche', 'Brussels']"
1227,el mundo,29/08/2023,ES,"['Amsterdam', 'Stockholm', 'Paris', 'Madrid', 'Villaverde']"
1228,el pais,13/01/2018,ES,['Madrid']
1229,el pais,30/04/2010,ES,['Madrid']
1230,el pais,07/01/2012,ES,"['Amsterdam', 'Saint-Louis', 'Holland']"
1231,el mundo,21/04/2013,ES,[]
1232,el pais,08/01/2009,ES,['Barcelona']
1233,el pais,13/05/2024,ES,"['Lima', 'Porto Alegre', 'Passo Fundo']"
1234,el pais,29/05/2021,ES,['San Bernardo']
1235,el pais,29/05/2006,ES,[]
1236,el pais,02/12/2007,ES,"['Madrid', 'Barcelona', 'Santiago']"
1237,el pais,19/02/2021,ES,['Barcelona']
1238,el pais,19/03/2024,ES,"['Amsterdam', 'Brussels', 'Dallas', 'Gaza', 'Dublin']"
1239,el pais,03/04/2021,ES,"['Gràcia', 'Barcelona', 'Eixample']"
1240,el pais,26/06/2023,ES,"['Puerto Vallarta', 'Morena']"
1241,el pais,16/01/2024,ES,"['Beijing', 'Brussels', 'Shenzhen']"
1242,el pais,03/11/2019,ES,"['Tel Aviv', 'Barcelona', 'Mexico City', 'Paris', 'New York', 'Bogotá', 'Madrid', 'Portland', 'Berlin', 'London']"
1243,el pais,13/05/2022,ES,"['Brussels', 'Moscow']"
1244,el pais,31/03/2013,ES,['Barcelona']
1245,el mundo,19/11/2022,ES,['Moscow']
1246,el mundo,14/02/2024,ES,"['Espinosa', 'Pontevedra', 'Vigo']"
1247,el pais,07/02/2010,ES,"['Madrid', 'New York']"
1248,el mundo,13/09/2017,ES,"['Moratalaz', 'Chamberí', 'Arganzuela', 'Usera', 'Villaverde', 'Latina']"
1249,el pais,27/08/2016,ES,['Madrid']
1250,el pais,24/04/2007,ES,[]
1251,el pais,28/12/2021,ES,['Madrid']
1252,el mundo,18/09/2014,ES,['Madrid']
1253,el mundo,06/12/2015,ES,"['Madrid', 'Paris', 'Amsterdam', 'Barcelona']"
1254,el pais,04/09/2009,ES,"['Manresa', 'Tarragona']"
1255,el mundo,02/06/2024,ES,['Mexico City']
1256,el pais,13/11/2005,ES,['Barcelona']
1257,el pais,19/12/2006,ES,"['New York', 'San Bernardo']"
1258,el mundo,17/06/2009,ES,"['Madrid', 'Assen', 'Holland']"
1259,el mundo,24/03/2010,ES,[]
1260,el pais,11/09/2021,ES,[]
1261,el mundo,08/12/2021,ES,['Oregon']
1262,el mundo,14/01/2023,ES,"['Madrid', 'Riyadh', 'Newcastle']"
1263,el pais,08/01/2012,ES,[]
1264,el pais,17/10/2022,ES,"['Beijing', 'Shanghai']"
1265,el pais,21/03/2023,ES,"['Mexico City', 'Caracas', 'Havana']"
1266,el mundo,18/06/2023,ES,"['Albacete', 'Toledo']"
1267,el mundo,16/04/2021,ES,['Madrid']
1268,el pais,04/04/2005,ES,['Barcelona']
1269,el pais,22/12/2014,ES,"['Amsterdam', 'Valencia']"
1270,el pais,16/04/2007,ES,[]
1271,el pais,08/11/2020,ES,['Pamplona']
1272,el pais,28/05/2021,ES,"['Paris', 'Madrid', 'Barcelona']"
1273,el pais,23/06/2017,ES,['Oliva']
1274,el mundo,08/07/2014,ES,"['Lille', 'London', 'Cambridge']"
1275,el pais,25/11/2023,ES,[]
1276,el mundo,04/10/2014,ES,['Madrid']
1277,el pais,11/08/2021,ES,['Madrid']
1278,el mundo,24/10/2023,ES,"['Brussels', 'Barcelona']"
1279,el pais,11/11/2016,ES,['Paris']
1280,el pais,15/05/2021,ES,"['Madrid', 'Barcelona']"
1281,el mundo,24/06/2014,ES,[]
1282,el pais,19/06/2008,ES,"['Amsterdam', 'Barcelona', 'San Francisco', 'Copenhagen', 'Portland', 'Berlin', 'London']"
1283,el pais,26/07/2017,ES,['Madrid']
1284,el mundo,23/05/2019,ES,['Valencia']
1285,el pais,21/03/2012,ES,['Barcelona']
1286,el pais,05/10/2007,ES,['Huelva']
1287,el mundo,30/12/2021,ES,['Madrid']
1288,el mundo,12/06/2011,ES,['Madrid']
1289,el mundo,30/05/2023,ES,[]
1290,el mundo,15/07/2014,ES,"['Ventura', 'Madrid']"
1291,el pais,20/12/2006,ES,['Pontevedra']
1292,el pais,13/05/2022,ES,"['Brussels', 'Moscow']"
1293,el mundo,26/01/2023,ES,"['Madrid', 'Brussels']"
1294,el pais,14/10/2004,ES,"['Santa Maria', 'Los Angeles']"
1295,el mundo,25/10/2015,ES,"['Madrid', 'Retiro']"
1296,el mundo,23/09/2008,ES,"['Beijing', 'Barcelona']"
1297,el pais,20/05/2022,ES,"['Paris', 'Madrid', 'Prado']"
1298,el mundo,27/12/2017,ES,[]
1299,el mundo,03/07/2020,ES,"['Amsterdam', 'Paris', 'Madrid', 'Berlin', 'Vienna']"
1300,el mundo,17/12/2022,ES,[]
1301,el pais,26/06/2021,ES,['Barcelona']
1302,el pais,09/08/2007,ES,"['Hamburg', 'Paris', 'Madrid', 'Holland']"
1303,el pais,09/10/2020,ES,"['Alicante', 'Barcelona', 'Valencia', 'Torrevieja', 'San Juan']"
1304,el pais,02/02/2019,ES,['Barcelona']
1305,el pais,29/03/2023,ES,[]
1306,el mundo,17/03/2016,ES,[]
1307,el mundo,09/12/2020,ES,['Madrid']
1308,el pais,01/07/2011,ES,['Madrid']
1309,el pais,08/01/2010,ES,"['Pamplona', 'Berlin']"
1310,el pais,21/12/2010,ES,['Alicante']
1311,el pais,27/06/2023,ES,['Wyoming']
1312,el pais,16/07/2023,ES,"['The Hague', 'Amsterdam', 'Barcelona', 'Utrecht', 'Valladolid']"
1313,el mundo,21/09/2023,ES,['Berlin']
1314,el pais,13/09/2023,ES,"['Tripoli', 'Benghazi']"
1315,el pais,28/09/2019,ES,"['New York', 'Hidalgo']"
1316,el pais,27/09/2008,ES,"['Salzburg', 'Stuttgart', 'Cecina', 'Varese', 'Lisbon']"
1317,el pais,21/05/2022,ES,"['La Paz', 'Madrid', 'Barcelona', 'Valencia']"
1318,el pais,30/05/2023,ES,[]
1319,el mundo,18/08/2022,ES,"['Barcelona', 'Utrecht', 'Getxo']"
1320,el mundo,21/07/2023,ES,"['Shanghai', 'Madrid', 'Barcelona']"
1321,el mundo,10/09/2015,ES,"['Madrid', 'Prado']"
1322,el pais,19/02/2011,ES,['Córdoba']
1323,el pais,07/02/2022,ES,['Addis Ababa']
1324,el pais,15/01/2016,ES,['Barcelona']
1325,el pais,20/09/2019,ES,"['Barcelona', 'Badalona']"
1326,el pais,03/11/2023,ES,"['Madrid', 'Barcelona', 'Segovia', 'Valladolid']"
1327,el pais,31/05/2006,ES,"['Madrid', 'Usera']"
1328,el pais,20/12/2017,ES,['Madrid']
1329,el pais,26/05/2022,ES,"['Uvalde', 'Delaware', 'Buffalo']"
1330,el pais,23/09/2008,ES,[]
1331,el mundo,08/04/2023,ES,"['Venice', 'Ithaca', 'Florence', 'Rialto']"
1332,el mundo,12/01/2009,ES,"['Girona', 'Colorado', 'Austin', 'Texas', 'Adelaide']"
1333,el pais,22/11/2018,ES,[]
1334,el pais,20/09/2009,ES,['Benidorm']
1335,el mundo,21/05/2009,ES,['Alcoy']
1336,el pais,26/03/2015,ES,['Barcelona']
1337,el pais,03/01/2024,ES,"['Belgrade', 'Gorizia', 'Zagreb', 'Trieste']"
1338,el mundo,06/01/2017,ES,[]
1339,el pais,28/04/2021,ES,[]
1340,el mundo,29/04/2024,ES,"['Athens', 'San Francisco', 'Paris', 'New York', 'London']"
1341,el pais,09/10/2022,ES,"['Alicante', 'Madrid']"
1342,el mundo,26/01/2021,ES,[]
1343,el pais,24/03/2021,ES,[]
1344,el mundo,13/05/2023,ES,"['Brussels', 'Barcelona', 'Granada', 'Girona', 'Tarragona', 'Lleida']"
1345,el pais,08/05/2013,ES,[]
1346,el mundo,18/01/2022,ES,"['Beijing', 'Shanghai']"
1347,el mundo,23/07/2023,ES,"['Buenos Aires', 'Barcelona', 'Los Angeles', 'Girona', 'Pozuelo de Alarcón', 'Madrid', 'Berlin', 'Alcorcón', 'Villaverde']"
1348,el pais,18/09/2007,ES,['Barcelona']
1349,el pais,27/08/2023,ES,"['Barcelona', 'Bilbao']"
1350,el pais,04/08/2022,ES,"['Madrid', 'Amsterdam', 'Barcelona']"
1351,el pais,01/06/2005,ES,['Madrid']
1352,el pais,14/09/2018,ES,['Barcelona']
1353,el pais,24/02/2024,ES,[]
1354,el pais,12/12/2023,ES,"['Madrid', 'Brussels']"
1355,el pais,10/02/2013,ES,['Lucca']
1356,el mundo,15/09/2020,ES,['Brussels']
1357,el pais,01/05/2009,ES,['Madrid']
1358,el mundo,21/05/2024,ES,['Hasselt']
1359,el mundo,23/03/2024,ES,"['Zaida', 'Toledo']"
1360,el mundo,09/05/2021,ES,"['Naples', 'Florence', 'Trieste']"
1361,el mundo,11/11/2020,ES,['Barcelona']
1362,el pais,26/08/2021,ES,"['Marseille', 'Paris']"
1363,el pais,25/10/2010,ES,"['Alicante', 'San Juan']"
1364,el pais,12/11/2020,ES,"['Madrid', 'Bilbao']"
1365,el pais,23/07/2023,ES,['Rome']
1366,el mundo,01/06/2013,ES,"['Madrid', 'Moscow']"
1367,el mundo,09/10/2023,ES,"['Stockholm', 'Cape Town', 'Ottawa', 'San Francisco', 'Pamplona', 'Madrid', 'Berlin', 'Vienna']"
1368,el mundo,15/12/2022,ES,"['Benidorm', 'Burgos', 'Barcelona', 'Rivas', 'Fuenlabrada', 'Córdoba', 'Pozuelo de Alarcón', 'Pamplona', 'Madrid', 'Alcobendas', 'Coslada']"
1369,el mundo,24/09/2007,ES,"['Beijing', 'Madrid', 'Barcelona']"
1370,el pais,15/09/2013,ES,['Madrid']
1371,el pais,20/01/2017,ES,['Madrid']
1372,el pais,16/05/2019,ES,"['Aranjuez', 'Madrid']"
1373,el pais,18/06/2011,ES,['Barcelona']
1374,el pais,03/01/2024,ES,"['Belgrade', 'Gorizia', 'Zagreb', 'Trieste']"
1375,el pais,20/02/2023,ES,"['Granada', 'Madrid', 'Barcelona']"
1376,el mundo,11/07/2008,ES,[]
1377,el pais,06/01/2007,ES,[]
1378,el mundo,12/01/2015,ES,"['Madrid', 'San Blas', 'Coslada']"
1379,el pais,17/06/2009,ES,"['Madrid', 'Amsterdam', 'Barcelona', 'Holland']"
1380,el pais,26/03/2012,ES,"['Valencia', 'Gandia']"
1381,el pais,23/07/2010,ES,['Madrid']
1382,el mundo,18/06/2023,ES,"['Toledo', 'Madrid', 'Elche', 'Segovia', 'Valladolid']"
1383,el pais,21/11/2014,ES,[]
1384,el mundo,05/06/2024,ES,"['New York', 'Madrid']"
1385,el pais,15/09/2022,ES,['Almendralejo']
1386,el mundo,14/06/2009,ES,['Madrid']
1387,el mundo,07/10/2019,ES,['Madrid']
1388,el mundo,02/07/2022,ES,[]
1389,el pais,22/09/2018,ES,"['Madrid', 'Barcelona']"
1390,el pais,27/08/2021,ES,"['Córdoba', 'Valdepeñas', 'Cabra', 'Cullera']"
1391,el pais,07/05/2024,ES,"['Fossano', 'Novara']"
1392,el mundo,27/01/2024,ES,"['Madrid', 'Las Vegas']"
1393,el mundo,27/04/2021,ES,"['Madrid', 'Arganzuela']"
1394,el mundo,20/06/2017,ES,['Madrid']
1395,el pais,24/11/2020,ES,[]
1396,el mundo,12/05/2011,ES,['Madrid']
1397,el pais,25/05/2024,ES,"['Beijing', 'Brussels', 'Los Angeles', 'Paris', 'Madrid', 'Berlin', 'Warsaw', 'London']"
1398,el pais,08/01/2012,ES,"['Madrid', 'Barcelona', 'Eixample']"
1399,el pais,14/05/2024,ES,[]
1400,el pais,14/02/2011,ES,['Barcelona']
1401,el pais,21/04/2020,ES,"['Barcelona', 'Bilbao']"
1402,el pais,24/08/2023,ES,['Beijing']
1403,el pais,13/04/2023,ES,['Havana']
1404,el mundo,12/12/2008,ES,"['Bilbao', 'Galdakao', 'Tolosa']"
1405,el pais,07/08/2005,ES,"['Torrevieja', 'Gandia']"
1406,el pais,24/07/2022,ES,"['Rome', 'Brussels']"
1407,el mundo,11/04/2015,ES,"['Amsterdam', 'Holland', 'Paris', 'Madrid', 'New York', 'London']"
1408,el pais,26/09/2022,ES,['Huelva']
1409,el mundo,18/01/2018,ES,['Madrid']
1410,el pais,08/10/2017,ES,[]
1411,el mundo,24/11/2023,ES,"['Weligama', 'Galle', 'Matara', 'Madrid', 'Doha', 'Colombo']"
1412,el pais,08/05/2010,ES,"['Beijing', 'Amsterdam', 'Madrid']"
1413,el pais,05/11/2023,ES,"['Caracas', 'Machado']"
1414,el pais,01/11/2005,ES,[]
1415,el pais,01/05/2021,ES,[]
1416,el pais,08/05/2013,ES,[]
1417,el mundo,17/10/2023,ES,[]
1418,el pais,21/08/2020,ES,['Barcelona']
1419,el mundo,27/05/2019,ES,['Rivera']
1420,el pais,05/07/2012,ES,['Barcelona']
1421,el pais,08/04/2019,ES,"['Barcelona', 'Madrid', 'Berlin', 'London']"
1422,el mundo,02/02/2022,ES,"['Villaverde', 'Madrid']"
1423,el pais,13/06/2023,ES,"['Madrid', 'Toledo', 'Barcelona']"
1424,el pais,06/09/2012,ES,"['Paris', 'Madrid', 'Bilbao']"
1425,el pais,29/11/2020,ES,"['Buenos Aires', 'Barcelona', 'Mexico City', 'Madrid', 'Rio de Janeiro']"
1426,el pais,26/06/2011,ES,['Zaragoza']
1427,el pais,21/02/2021,ES,['Barcelona']
1428,el pais,20/03/2006,ES,['Barcelona']
1429,el pais,19/06/2017,ES,[]
1430,el mundo,19/04/2022,ES,"['Madrid', 'Tianjin', 'Wuxi']"
1431,el mundo,06/08/2016,ES,"['Beijing', 'Teresópolis', 'Madrid', 'Florence', 'Canoas', 'Rio de Janeiro']"
1432,el mundo,29/08/2023,ES,['Madrid']
1433,el pais,31/05/2020,ES,['Beijing']
1434,el mundo,16/03/2021,ES,"['Madrid', 'Murcia']"
1435,el pais,02/05/2023,ES,"['Henderson', 'Torrevieja']"
1436,el mundo,15/06/2020,ES,"['Barcelona', 'Paris', 'New York', 'Logroño', 'Birmingham', 'London', 'Valladolid']"
1437,el mundo,03/05/2007,ES,"['Mexico City', 'Manhattan', 'New York', 'London']"
1438,el pais,12/07/2013,ES,[]
1439,el pais,03/06/2013,ES,[]
1440,el pais,22/05/2008,ES,"['Madrid', 'Barcelona']"
1441,el pais,08/12/2021,ES,['Barcelona']
1442,el mundo,22/07/2016,ES,"['Madrid', 'Prado']"
1443,el pais,24/05/2017,ES,['Madrid']
1444,el mundo,01/10/2023,ES,[]
1445,el pais,11/12/2019,ES,"['Madrid', 'Barcelona']"
1446,el pais,23/03/2013,ES,"['Barcelona', 'Holland']"
1447,el pais,01/11/2010,ES,[]
1448,el pais,07/05/2008,ES,"['Puente de Vallecas', 'Dublin']"
1449,el pais,12/02/2008,ES,['Berlin']
1450,el pais,08/08/2009,ES,['Madrid']
1451,el mundo,13/06/2010,ES,['Madrid']
1452,el pais,05/04/2019,ES,['Madrid']
1453,el mundo,19/05/2022,ES,[]
1454,el pais,05/01/2012,ES,['Nashville']
1455,el mundo,19/09/2017,ES,['Jerusalem']
1456,el mundo,03/03/2018,ES,"['Paris', 'Madrid', 'Barcelona']"
1457,el mundo,19/09/2008,ES,[]
1458,el pais,05/06/2017,ES,[]
1459,el pais,29/11/2009,ES,"['San Francisco', 'Madrid', 'Berlin', 'London', 'Prado']"
1460,el mundo,20/09/2008,ES,[]
1461,el pais,23/05/2007,ES,"['Madrid', 'San Remo', 'Limoges']"
1462,el pais,19/04/2005,ES,[]
1463,el pais,26/12/2018,ES,"['Madrid', 'Barcelona', 'London']"
1464,el pais,22/01/2020,ES,[]
1465,el mundo,22/10/2023,ES,['Valladolid']
1466,el pais,19/09/2019,ES,['Madrid']
1467,el pais,15/03/2021,ES,['Villarrobledo']
1468,el mundo,30/08/2023,ES,['Berlin']
1469,el pais,17/04/2020,ES,"['Madrid', 'Berlin']"
1470,el pais,18/04/2022,ES,"['Madrid', 'Getafe']"
1471,el pais,29/05/2023,ES,"['Madrid', 'Barcelona']"
1472,el pais,20/05/2022,ES,"['Paris', 'Madrid', 'Prado']"
1473,el pais,09/11/2006,ES,['Barcelona']
1474,el pais,06/02/2018,ES,[]
1475,el pais,22/04/2023,ES,"['Amsterdam', 'Holland']"
1476,el pais,11/06/2020,ES,"['Washington', 'Paris', 'New York']"
1477,el pais,29/04/2020,ES,['Idlib']
1478,el pais,21/08/2013,ES,['Granada']
1479,el pais,20/08/2022,ES,['Utrecht']
1480,el mundo,07/05/2008,ES,['Yangon']
1481,el mundo,31/12/2022,ES,"['Caracas', 'Paris', 'Madrid', 'New York', 'Quito', 'Warsaw', 'Getafe']"
1482,el pais,15/05/2021,ES,"['Brussels', 'San Isidro', 'La Rioja', 'Madrid', 'León']"
1483,el pais,27/10/2014,ES,[]
1484,el pais,05/01/2012,ES,['Nashville']
1485,el mundo,10/12/2023,ES,"['Madrid', 'Retiro']"
1486,el pais,08/12/2021,ES,['Barcelona']
1487,el pais,20/01/2024,ES,"['Vatican City', 'Havana']"
1488,el pais,27/02/2017,ES,"['Paris', 'London']"
1489,el pais,25/02/2019,ES,['Madrid']
1490,el pais,16/09/2020,ES,"['Madrid', 'Pozuelo de Alarcón']"
